,date,comment,rate,resturant name,preprocessed comment
3187,2021-09-13,پیک خیلی محترمانه رفتار کرد. ممنون,۴,رستوران ترنج,پیک محترمانه رفتار ممنون
3188,2023-05-23,طعم غذا خیلی جالب نبود,۳,رستوران ترنج,طعم غذا جالب
3189,2022-02-07,مزه آش خوب بود، ولی پیک متاسفانه خیلی بد بود,۵,رستوران ترنج,مزه آش خوب پیک بد
3190,2021-05-22,عالی سفارش ب موقع دستم رسید وگرم بود مزه اش هم عالی,۵,رستوران ترنج,عالی سفارش ب موقع دستم وگرم مزهاش عالی
3191,2021-10-18,غذا گرم و در اسرع وقت به دستم رسید و طعم منحصر به فردی داشت .,۵,رستوران ترنج,غذا گرم اسرع وقت دستم طعم منحصر
3192,2021-11-04,خوب بود . نون بربری هم گذاشته بودن,۴,رستوران ترنج,خوب نون بربر گذاشته
3193,2022-03-13,حلیم شور بود,۴,رستوران ترنج,حلیم شور
3194,2021-11-29,شله قلمکار عالی بود، ولی چند روز بعد حضوری خرید کردم ازشون زیاد خوب نبود,۵,رستوران ترنج,شله قلمکار عالی روز حضور خرید ازشون زیاد خوب
3195,2022-02-03,آش و سوپ سرد بود,۴,رستوران ترنج,آش سوپ سرد
3196,2023-06-07,دمشون گرم،عالی,۵,رستوران ترنج,دمشون گرم عالی
3197,2022-08-06,قورمه سبزی خوشمزه بود.حلیمم خوب بود ولی خب نمک داشت ما با شکر میخوریم.,۵,رستوران ترنج,قورمه سبزی خوشمزه حلیم خوب خب نمک شکر میخوریم
3198,2021-11-28,همشون عالی خوشمزه گرم و پر ملات بودن ممتونم خدا به کسب کارتون برکت بده,۵,رستوران ترنج,همشون عالی خوشمزه گرم مل ممتونم خدا کسب کارتون برکت بده
3199,2021-04-05,"هزینه ارسالش زیاده یکم
غذاش شور بود، ولی در کل خوب بود",۴,رستوران ترنج,هزینه ارسال زیاده یکم غذا شور خوب
3200,2023-05-08,اکبرجوجه بسیار لذید بود . میرزاقاسمی هم عالی بود. ولی کشک بادمجون یه مقدار تلخ مزه بود و نتونستیم بخوریم. اونم احتمالا بخاطر نعناداغ بود,۴,رستوران ترنج,اکبرجوجه لذید میرزاقاسمی عالی کشک بادمجون یه مقدار تلخ مزه نتونستیم خورد#خور اونم احتمالا بخاطر نعناداغ
3201,2022-04-18,کیفیت و سرعت ارسال عالی,۵,رستوران ترنج,کیفیت سرعت ارسال عالی
3202,2023-01-11,سلام من در قسمت توضیحات نوشته بودم که قاشق برای من بزارید ولی توجه نشده بود,۴,رستوران ترنج,سلام قسمت توضیحات نوشتهبودم قاشق بزارید توجه نشدهبود
3203,2022-12-08,همیشه تاخیر تاخیر...,not rated,رستوران ترنج,تاخیر تاخیر
3204,2023-01-04,"گوشتش بیشترش چربی بود. اون قسمتی که گوشت بود طعم خوبی اصن نداشت و خیلیی سفت بود.
لوبیا ها هم سفت و نپخته بودن.
من که به زور کمتر از نصفشو تونستم بخورم",not rated,رستوران ترنج,گوشت بیشتر چربی اون قسمت گوشت طعم اصن داشت#دار خیل سفت لوبیا سفت نپخته زور کمتر نصفشو تونس خورد#خور
3205,2023-01-25,دوس داشتم خوب بود,۴,رستوران ترنج,دوس داشت#دار خوب
3206,2023-02-05,نان اضافه گفتم نفرستادید میفرستادین هزینه شو پراخت میکردم بخاطر ۲۰۰۰تومان,not rated,رستوران ترنج,نان اضافه گفت#گو فرستاد#فرست میفرستادین هزینه شو پراخت میکردم بخاطر تومان
3207,2023-01-19,"نون کلا دو تیکه گذاشته بودن 
شکر همراهش نبود 
ارسالش ب موقع بود گرم بود",۳,رستوران ترنج,نون کلا تیکه گذاشته شکر همراه ارسال ب موقع گرم
3208,2023-03-21,غذا بسیار تند و بسیار چرب بود,not rated,رستوران ترنج,غذا تند چرب
3209,2023-04-01,ما اکبرجوجه گرفتیم که طعم وکیفیت بالاتر از شعبه مرکزی گرگان، پرسنل عالی ونظارت وتمیز عالی وجای همه خالی,۵,رستوران ترنج,اکبرجوجه گرفت#گیر طعم وکیفیت بالا شعبه مرکزی گرگان پرسنل عالی ونظارت وتمیز عالی وجای خال
3210,2023-03-04,با سرعت بالا، گرم، و در بسته بندی مناسب به دستم رسید. کیفیت غذا هم خوب بود. ممنونم ازتون.,۵,رستوران ترنج,سرعت بالا گرم بسته دستم کیفیت غذا خوب ممنون ازتون
3211,2023-02-12,اسنپ فود برای بسته بندی هزینه میگیره منتها من بسته بندیی ندیدم,۳,رستوران ترنج,اسنپ فود بسته هزینه میگیره منتها بسته بند دید#بین
3212,2023-03-30,قیمت تغییری نکرده ولی حجم غذا کاهش داشته...,۳,رستوران ترنج,قیمت تغییر کرد#کن حجم غذا کاهش
3213,2023-01-24,رفتار محترمانه پیک و ارسال به موقع و کیفیت عالی غذا,۵,رستوران ترنج,رفتار محترمانه پیک ارسال موقع کیفیت عالی غذا
3214,2023-02-19,چندین بار ازشون خرید کردم، کیفیت و عطر و بوی غذابسبار عالیه و به نسبت قیمت حجم غذا هم خوبه... به توضیحات توجه میکنن و این هم جزو نکات مثبت بسیار خوبیه,۵,رستوران ترنج,چندین ازشون خرید کیفیت عطر بو غذابسبار عالیه نسبت قیمت حجم غذا خوبه توضیحات توجه میکنن جزو نکات مثبت خوبیه
3215,2023-02-13,عالی مثل همیشه,۵,رستوران ترنج,عالی
3216,2023-02-02,امشب غذا سرد و کیفیت خود را از دست داده بود,not rated,رستوران ترنج,امشب غذا سرد کیفیت دست دادهبود
3217,2023-02-09,طعم آش رشته فوق العاده بود,۵,رستوران ترنج,طعم آش رشته فوقالعاده
3218,2023-01-26,"متاسفانه نه قاشق گذاشته بودن نه شکر
خیلی شور بود",۳,رستوران ترنج,قاشق گذاشته شکر شور
3219,2023-03-12,مثل همیشه خوشمزه و با کیفیت,۵,رستوران ترنج,خوشمزه کیفیت
3220,2023-01-07,ارسال سریع ، در مجموع آش رشته خوشمزه و مقبول همه  ...کمی خوش نمک بود ، در بنش ها ، نخود کامل پخته نشده بود ...ولی خوب بود ،  بازم سفارش میدیم,۴,رستوران ترنج,ارسال سریع مجموع آش رشته خوشمزه مقبول خوش نمک بنشها نخود پختهنشدهبود خوب باخت#باز سفارش میدیم
3221,2023-03-02,"خیلی ممنون 
به موقع و با کیفیت",۵,رستوران ترنج,ممنون موقع کیفیت
3222,2023-01-12,"سلام خسته نباشید 
کیفیت غذا خوب بود فقط حجم کباب کوچک بود و جوجه کباب هم جا برای بیشتر پخته شدن داشت و برنج هم پخت خوبی داشت فقط چرب بود .
با تشکر",۴,رستوران ترنج,سلام خسته بود#باش کیفیت غذا خوب حجم کباب جوجهکباب پخته برنج پخت#پز چرب تشکر
3223,2022-12-17,واقعا عالی تازه و خوشمزه,۵,رستوران ترنج,واقعا عالی تازه خوشمزه
3224,2023-03-18,آش رشته کیفیت پایینی داشت,۳,رستوران ترنج,آش رشته کیفیت پایین
3225,2023-03-06,خیلی شور بود,not rated,رستوران ترنج,شور
3226,2023-10-14,سس کم بود و سایز  کوچیک بود,۳,فست فود چرب و چیلی,سس کم سایز کوچیک
3227,2023-10-07,مشتری اینجا شدم چون از همه نظر ساندویچ هاشون عالیه ، خدا برکت بده,۵,فست فود چرب و چیلی,مشتری شد#شو ساندویچ هاشون عالیه خدا برکت بده
3228,2023-10-04,از همه نظر عالی بود ، خدا برکت بده,۵,فست فود چرب و چیلی,عالی خدا برکت بده
3229,2023-09-11,فقط بندری اصولا تنده ولی این اصلا تند نبود,۴,فست فود چرب و چیلی,بندر اصولا تنده اصلا تند
3230,2023-09-10,کم حجم بود و اصلا بسته بندی مناسبی نداشت,۳,فست فود چرب و چیلی,کمحجم اصلا بسته مناسب داشت#دار
3231,2023-08-06,سلام بسیار منصف هستن و در سریع ترین تایم غذا رو گرم به دستم رسوندن با اینکه سفارشم متغیر بود و نسب به قیمت ساندویچ پر و پیمون بود و مینی پیتزا هم خوشمزه و ترد بود,۴,فست فود چرب و چیلی,سلام منصف هستن سریع تا غذا گرم دستم رسوندن سفارشم متغیر نسب قیمت ساندویچ پیمون مینی پیتزا خوشمزه ترد
3232,2023-09-12,دستتون درد نکنه,۵,فست فود چرب و چیلی,دستتون درد نکنه
3233,2023-01-01,کاهو پلاسیده بود..وگوجه و خیارشور خ کم بود.,۳,فست فود چرب و چیلی,کاهو پلاسیده وگوجه خیارشور خ کم
3234,2021-10-11,زود به دستم رسید ‌ موقع تحویل گرم بود  . یک مقداری چرب بود ولی در کل خوشمزه و خوب بود. ,۴,فست فود چرب و چیلی,زود دستم موقع تحویل گرم مقدار چرب خوشمزه خوب
3235,2023-05-11,ظرف پیتزا باز بود و پیک رفته بود اونور ساختمون بیست دقیقه طول کشید پیدام کنه، پیتزا یخ شده بود و پنیرش سفت شده بود.,۵,فست فود چرب و چیلی,ظرف پیتزا پیک رفتهبود اونور ساختمون بیست دقیقه کشید#کش پیدا کنه پیتزا یخ شدهبود پنیر سفت شدهبود
3236,2023-07-03,پیتزا برش نخورده بود و کاملا گرد بود مجبور شدم با چاقو ببرمش,۳,فست فود چرب و چیلی,پیتزا برش نخوردهبود گرد مجبور شد#شو چاقو ببرمش
